100 1000

-9.86650628e-02 -1.73863437e-01
5.06126691e-03 5.34664317e-03
-1.23846899e-01 7.77117701e-01
4.28107500e-01 5.08675368e-01
-1.47424335e-01 6.89582683e-01
-3.55594576e-01 -6.95046989e-01
3.87979673e-01 -2.45102962e-01
1.67156310e-01 5.43622402e-01
-1.34939330e-01 -3.65318738e-02
-3.44383390e-02 -1.09229751e-01
6.39374329e-01 -1.94840927e-01
-3.62871722e-01 -3.00425945e-01
-1.81340675e-02 5.64945140e-01
-5.39308281e-01 -5.42558596e-01
-2.72020983e-01 5.73473566e-01
5.47364149e-01 -8.27202585e-02
-4.51738300e-01 3.29613647e-01
-1.19963037e-01 -2.79275011e-01
3.04902157e-02 4.48170428e-03
-3.53410868e-01 2.56559616e-01
1.51836838e-01 -1.51631647e-01
-3.14404269e-01 -2.60855532e-01
-8.01012761e-01 2.94406796e-01
2.15242594e-01 -9.16422878e-02
3.54394586e-02 -4.62952963e-02
-1.23340174e-01 2.52911242e-01
-2.82167514e-01 -8.11097319e-02
-6.60564077e-01 4.22915232e-02
-3.75659080e-01 -4.11296820e-01
-3.95262687e-01 6.76951853e-01
2.41830119e-02 6.63873227e-01
3.46730812e-01 -2.11962320e-01
7.22665949e-01 -3.74677344e-01
9.23922732e-02 -1.39081357e-01
2.24994336e-02 -3.10060573e-03
-2.83326390e-03 -9.00032769e-02
6.64762200e-02 -7.19294059e-01
3.64991103e-02 -4.60432830e-01
-1.60076106e-01 1.96017101e-02
-4.82405561e-01 1.35391068e-01
9.34762633e-03 1.52024993e-01
-4.27404442e-01 -5.49715843e-01
-1.09107572e-01 4.32609477e-01
-1.86860449e-02 3.80562750e-01
-2.58592290e-01 -1.55046984e-01
-5.32127819e-01 3.37781188e-01
7.03484221e-02 3.54907685e-01
3.53429492e-02 -8.02083805e-02
7.55449045e-02 -9.06551727e-02
4.75532720e-01 8.36131419e-01
9.07570160e-01 4.28401156e-02
-3.60446876e-01 5.99723372e-01
7.81937907e-02 -2.54111329e-01
5.15056089e-01 -8.20987257e-01
5.02666690e-01 5.94793383e-01
1.09190858e-01 -7.08525864e-01
3.35752948e-01 2.98656521e-01
-2.09833957e-01 1.73450795e-01
9.63872834e-02 -8.42125781e-04
3.18565362e-01 8.44515954e-01
2.58633616e-01 3.75287462e-01
-1.79020156e-01 9.43542008e-02
-2.23468503e-01 -2.08976754e-01
